,摘要,关键词,第一章,第二章,第三章,第四章,第五章,第六章,第七章,总词频,加权得分
知识转,0,0,0,0,0,1,0,0,0,1,0.145
主题树信息,0,0,0,0,0,1,0,0,0,1,0.145
事件转发,0,0,0,0,0,1,0,0,0,1,0.145
订阅消息,0,0,0,0,0,1,0,0,0,1,0.145
接入功能,0,0,0,0,0,1,0,0,0,1,0.145
知识建模,1,0,0,0,0,2,0,0,0,3,1.29
图形化,1,0,0,0,0,1,0,0,0,2,1.145
知识管理模,0,0,0,0,0,1,0,0,0,1,0.145
知识管理模块,0,0,1,0,0,2,0,0,0,3,0.415
基本管理,0,0,0,0,0,2,0,0,0,2,0.29
卵:件接入,0,0,0,0,0,1,0,0,0,1,0.145
用户接1,0,0,0,0,0,1,0,0,0,1,0.145
接收事件,0,0,0,0,0,1,0,0,0,1,0.145
约束信息,0,0,0,0,0,1,0,0,0,1,0.145
阶表达式,0,0,1,0,0,1,0,0,0,2,0.27
订阅事件,0,0,0,0,0,1,0,0,0,1,0.145
用户界面,0,0,0,0,3,5,0,0,0,8,1.16
rdfs,0,0,0,2,0,0,0,0,0,2,0.25
导入,0,0,0,1,0,0,0,0,0,1,0.125
实领域模型,0,0,0,1,0,0,0,0,0,1,0.125
本体描述语言,0,0,0,2,0,1,0,0,0,3,0.395
ed,0,0,0,1,0,2,0,0,0,3,0.415
webode,0,0,0,1,0,0,0,0,0,1,0.125
webonto,0,0,0,1,0,0,0,0,0,1,0.125
ontosaurus,0,0,0,1,0,0,0,0,0,1,0.125
ontolingua,0,0,0,1,0,0,0,0,0,1,0.125
文件目录,0,0,0,1,0,0,0,0,0,1,0.125
arqsparql引擎,0,0,0,1,0,0,0,0,0,1,0.125
tdb文件,0,0,0,1,0,0,0,0,0,1,0.125
持久化层,0,0,0,1,0,0,0,0,0,1,0.125
jenaapi查询,0,0,0,1,0,0,0,0,0,1,0.125
存储库,0,0,0,1,0,0,0,0,0,1,0.125
datafactory对象,0,0,0,0,0,0,0,3,0,3,0.43499999999999994
sparql査询,0,0,0,0,0,0,0,2,0,2,0.29
文件夹,0,0,0,0,0,1,0,2,0,3,0.43499999999999994
传入参数,0,0,0,0,0,0,0,2,0,2,0.29
sparql语句,0,0,0,0,0,0,0,1,0,1,0.145
resultsetformatter,0,0,0,0,0,0,0,1,0,1,0.145
querystring,0,0,0,0,0,0,0,1,0,1,0.145
querydataset,0,0,0,0,0,0,0,1,0,1,0.145
semanticweb,0,0,0,0,0,28,2,1,0,31,4.495
efixinfo,0,0,0,0,0,0,0,1,0,1,0.145
ring,0,0,0,0,0,0,0,1,0,1,0.145
newsparqlquery,0,0,0,0,0,0,0,1,0,1,0.145
spajrglquery,0,0,0,0,0,0,0,1,0,1,0.145
testn,0,0,0,0,0,0,0,1,0,1,0.145
datasetfactoryo,0,0,0,0,0,0,0,1,0,1,0.145
sparql查询结果,0,0,0,0,0,0,0,1,0,1,0.145
査询结,0,0,0,0,0,0,0,1,0,1,0.145
utesf,0,0,0,0,0,0,0,1,0,1,0.145
getdatsetbyname,0,0,0,0,0,0,0,1,0,1,0.145
sparq查询功能,0,0,0,0,0,0,0,1,0,1,0.145
测试步骤,0,0,0,0,0,0,0,1,0,1,0.145
知识库存储模块,0,0,0,0,0,0,0,1,0,1,0.145
知识库模块,0,0,0,0,0,0,0,1,0,1,0.145
knowledge,0,0,0,0,0,0,12,0,0,12,1.7399999999999998
incidentfactory,0,0,0,0,0,0,3,0,0,3,0.43499999999999994
incidenttoknowledge,0,0,0,0,0,0,3,0,0,3,0.43499999999999994
incident,0,0,0,0,0,0,3,0,0,3,0.43499999999999994
scopededucesolver,0,0,0,0,0,0,3,0,0,3,0.43499999999999994
at,0,0,0,1,0,1,2,0,0,4,0.5599999999999999
pr,0,0,0,0,0,0,4,0,0,4,0.58
destroyincident,0,0,0,0,0,0,2,0,0,2,0.29
targetparser,0,0,0,0,0,0,3,0,0,3,0.43499999999999994
队列,0,0,1,0,0,0,2,0,0,3,0.415
deducer,0,0,0,0,0,0,2,0,0,2,0.29
deducer类,0,0,0,0,0,0,2,0,0,2,0.29
时序,0,0,0,0,0,0,4,0,0,4,0.58
solv,0,0,0,0,0,0,2,0,0,2,0.29
kboolexpr,0,0,0,0,0,0,1,0,0,1,0.145
val,0,0,0,0,0,0,1,0,0,1,0.145
time,0,0,0,0,0,0,1,0,0,1,0.145
ia,0,0,0,0,0,0,1,0,0,1,0.145
ucesolver,0,0,0,0,0,0,1,0,0,1,0.145
scope,0,0,0,0,0,1,1,0,0,2,0.29
事件映射,0,0,0,0,0,0,1,0,0,1,0.145
ident,0,0,0,0,0,0,1,0,0,1,0.145
incidentincident,0,0,0,0,0,0,1,0,0,1,0.145
boolean,0,0,0,0,0,0,1,0,0,1,0.145
message,0,0,0,0,0,0,1,0,0,1,0.145
标题,0,0,0,0,0,0,1,0,0,1,0.145
java对象,0,0,0,0,0,0,1,0,0,1,0.145
paramincident,0,0,0,0,0,0,1,0,0,1,0.145
paramknowledge,0,0,0,0,0,0,1,0,0,1,0.145
inc,0,0,0,0,0,0,1,0,0,1,0.145
incidentinci,0,0,0,0,0,0,1,0,0,1,0.145
voidded,0,0,0,0,0,0,1,0,0,1,0.145
deduce,0,0,0,0,0,0,1,0,0,1,0.145
目标解析模块,0,0,0,0,0,0,1,0,0,1,0.145
日标对象,0,0,0,0,0,0,1,0,0,1,0.145
deducer推理,0,0,0,0,0,0,1,0,0,1,0.145
过滤无用数据,0,0,0,0,0,0,1,0,0,1,0.145
调用査询,0,0,0,0,0,0,1,0,0,1,0.145
接收事件数据,0,0,0,0,0,0,1,0,0,1,0.145
提取,0,0,0,0,0,0,1,0,0,1,0.145
client类,0,0,0,0,0,0,1,0,0,1,0.145
sat,0,0,0,0,0,0,1,0,0,1,0.145
时间跨度,0,0,0,0,0,0,1,0,0,1,0.145
knowledge对象,0,0,0,0,0,0,1,0,0,1,0.145
incidentkowledge,0,0,0,0,0,0,1,0,0,1,0.145
kowledge,0,0,0,0,0,0,1,0,0,1,0.145
knowdedge对象,0,0,0,0,0,0,1,0,0,1,0.145
trafficincident,0,0,0,0,0,0,1,0,0,1,0.145
incidentfactory接口,0,0,0,0,0,0,1,0,0,1,0.145
mknot,0,0,0,0,0,0,1,0,0,1,0.145
逻辑反,0,0,0,0,0,0,1,0,0,1,0.145
目标表达式,0,0,0,0,0,0,1,0,0,1,0.145
目标解析,0,0,0,0,0,0,1,0,0,1,0.145
targetlnfb,0,0,0,0,0,0,1,0,0,1,0.145
目标请求对象,0,0,0,0,0,0,1,0,0,1,0.145
client,0,0,0,0,0,0,1,0,0,1,0.145
traffic-ontology,0,0,0,0,0,27,1,0,0,28,4.06
schema,0,0,2,0,0,8,2,0,0,12,1.7
equivalent,0,0,0,0,0,4,0,0,0,4,0.58
ema,0,0,0,0,0,4,0,0,0,4,0.58
onproperty,0,0,0,0,0,4,0,0,0,4,0.58
qualifiedcardinality,0,0,0,0,0,3,0,0,0,3,0.43499999999999994
equivalentclass,0,0,0,0,0,3,0,0,0,3,0.43499999999999994
senanticweb,0,0,0,0,0,3,0,0,0,3,0.43499999999999994
函数知识库,0,0,0,0,0,2,0,0,0,2,0.29
编码,0,0,0,0,1,2,0,0,0,3,0.43499999999999994
写入流程,0,0,0,0,0,2,0,0,0,2,0.29
事件结构信息,0,0,0,0,0,2,0,0,0,2,0.29
xlr,0,0,0,0,0,2,0,0,0,2,0.29
position,0,0,0,0,0,8,0,0,0,8,1.16
ndividual,0,0,0,0,0,2,0,0,0,2,0.29
道路模型,0,0,0,0,0,2,0,0,0,2,0.29
qualifie,0,0,0,0,0,2,0,0,0,2,0.29
trafflc-ontology,0,0,0,0,0,2,0,0,0,2,0.29
ce,0,0,0,1,0,2,0,0,0,3,0.415
tive,0,0,0,0,0,2,0,0,0,2,0.29
uty,0,0,0,0,0,2,0,0,0,2,0.29
seaanticweb,0,0,0,0,0,2,0,0,0,2,0.29
sour,0,0,0,0,0,2,0,0,0,2,0.29
nonnegativeinteg,0,0,0,0,0,2,0,0,0,2,0.29
ty,0,0,0,0,0,2,0,0,0,2,0.29
as,0,0,0,0,0,2,0,0,0,2,0.29
语义编程库,0,0,0,0,0,2,0,0,0,2,0.29
数据属性,0,0,1,2,0,4,0,0,0,7,0.955
位置,0,0,0,0,0,3,0,0,0,3,0.43499999999999994
建模,0,0,0,0,2,2,0,0,0,4,0.58
on,0,0,0,0,0,2,0,0,0,2,0.29
格式转换,0,0,0,0,0,1,0,0,0,1,0.145
文件写入接口,0,0,0,0,0,1,0,0,0,1,0.145
resultset对象,0,0,0,0,0,1,0,0,0,1,0.145
抽象工厂,0,0,0,0,0,1,0,0,0,1,0.145
数据集对,0,0,0,0,0,1,0,0,0,1,0.145
查询语句对象,0,0,0,0,0,1,0,0,0,1,0.145
sparql查询流程,0,0,0,0,0,1,0,0,0,1,0.145
映射关系,0,0,0,0,0,1,0,0,0,1,0.145
返回结果,0,0,0,0,0,1,0,0,0,1,0.145
sparql查询对象,0,0,0,0,0,1,0,0,0,1,0.145
查询对象,0,0,0,0,0,1,0,0,0,1,0.145
査询引擎,0,0,0,0,0,1,0,0,0,1,0.145
存储,0,0,0,0,0,1,0,0,0,1,0.145
持久化保存,0,0,0,0,0,1,0,0,0,1,0.145
文件映射,0,0,0,0,0,1,0,0,0,1,0.145
算子,0,0,0,0,3,1,0,0,0,4,0.58
基本函数算子,0,0,0,0,0,1,0,0,0,1,0.145
算子知识,0,0,0,0,0,1,0,0,0,1,0.145
写入,0,0,0,0,0,1,0,0,0,1,0.145
dataset对象,0,0,0,0,0,1,0,0,0,1,0.145
读取,0,0,0,0,0,1,0,0,0,1,0.145
inputstreamc对,0,0,0,0,0,1,0,0,0,1,0.145
本体信息,0,0,0,0,0,1,0,0,0,1,0.145
tdb文件数据库,0,0,0,0,0,1,0,0,0,1,0.145
逻辑函数算子,0,0,0,0,0,1,0,0,0,1,0.145
json文件,0,0,0,0,0,1,0,0,0,1,0.145
更新,0,0,0,0,0,1,0,0,0,1,0.145
map对象,0,0,0,0,0,1,0,0,0,1,0.145
domain属性,0,0,0,0,0,1,0,0,0,1,0.145
多态机制,0,0,0,0,0,1,0,0,0,1,0.145
字段,0,0,0,0,3,1,0,0,0,4,0.58
jsonschema,0,0,0,0,0,1,0,0,0,1,0.145
事件知识库,0,0,0,0,0,1,0,0,0,1,0.145
存储管理,0,0,0,0,0,1,0,0,0,1,0.145
描述信息,0,0,0,0,0,1,0,0,0,1,0.145
事件信息结构,0,0,0,0,0,1,0,0,0,1,0.145
结构描,0,0,0,0,0,1,0,0,0,1,0.145
文件模型,0,0,0,0,0,1,0,0,0,1,0.145
信息结构,0,0,0,0,0,1,0,0,0,1,0.145
位置属性,0,0,0,0,0,1,0,0,0,1,0.145
lr,0,0,0,0,0,1,0,0,0,1,0.145
has,0,0,0,0,0,1,0,0,0,1,0.145
xnlschema,0,0,0,0,0,1,0,0,0,1,0.145
decimalm,0,0,0,0,0,1,0,0,0,1,0.145
decimav,0,0,0,0,0,1,0,0,0,1,0.145
decimal,0,0,0,0,0,1,0,0,0,1,0.145
x2,0,0,0,0,0,1,0,0,0,1,0.145
ima,0,0,0,0,0,1,0,0,0,1,0.145
中路pl,0,0,0,0,0,1,0,0,0,1,0.145
traffix-ontology,0,0,0,0,0,1,0,0,0,1,0.145
al,0,0,0,0,0,1,0,0,0,1,0.145
secanticweb,0,0,0,0,0,1,0,0,0,1,0.145
hasposition,0,0,0,0,0,6,0,0,0,6,0.8699999999999999
ontolcgy,0,0,0,0,0,1,0,0,0,1,0.145
traftic-ontology,0,0,0,0,0,1,0,0,0,1,0.145
ub,0,0,0,0,0,1,0,0,0,1,0.145
3ufiedcdrdlnality,0,0,0,0,0,1,0,0,0,1,0.145
ger,0,0,0,0,0,1,0,0,0,1,0.145
ein,0,0,0,0,0,1,0,0,0,1,0.145
egat,0,0,0,0,0,1,0,0,0,1,0.145
lnaut,0,0,0,0,0,1,0,0,0,1,0.145
cs,0,0,0,0,0,1,0,0,0,1,0.145
seoanticweb,0,0,0,0,0,1,0,0,0,1,0.145
owlsonproperty,0,0,0,0,0,1,0,0,0,1,0.145
ran,0,0,0,0,0,1,0,0,0,1,0.145
>rdlnel,0,0,0,0,0,1,0,0,0,1,0.145
:qualific,0,0,0,0,0,1,0,0,0,1,0.145
fcardl,0,0,0,0,0,1,0,0,0,1,0.145
equlvalentclass,0,0,0,0,0,1,0,0,0,1,0.145
resource,0,0,0,0,0,1,0,0,0,1,0.145
ang,0,0,0,0,0,1,0,0,0,1,0.145
onoa,0,0,0,0,0,1,0,0,0,1,0.145
eg,0,0,0,0,0,1,0,0,0,1,0.145
oetar,0,0,0,0,0,1,0,0,0,1,0.145
cardlnality,0,0,0,0,0,1,0,0,0,1,0.145
ified,0,0,0,0,0,1,0,0,0,1,0.145
fs,0,0,0,0,0,1,0,0,0,1,0.145
quallf,0,0,0,0,0,1,0,0,0,1,0.145
positlonm,0,0,0,0,0,1,0,0,0,1,0.145
seaantic,0,0,0,0,0,1,0,0,0,1,0.145
rd,0,0,0,0,0,1,0,0,0,1,0.145
schem,0,0,0,0,0,1,0,0,0,1,0.145
:onoatarang,0,0,0,0,0,1,0,0,0,1,0.145
:qualifledcardinali,0,0,0,0,0,1,0,0,0,1,0.145
em,0,0,0,0,0,1,0,0,0,1,0.145
dat3typesm,0,0,0,0,0,1,0,0,0,1,0.145
hasyl,0,0,0,0,0,1,0,0,0,1,0.145
ur,0,0,0,0,0,1,0,0,0,1,0.145
pro,0,0,0,0,0,1,0,0,0,1,0.145
fledcardinality,0,0,0,0,0,1,0,0,0,1,0.145
tiveinteger,0,0,0,0,0,1,0,0,0,1,0.145
qualifledcardinality,0,0,0,0,0,1,0,0,0,1,0.145
prcpert,0,0,0,0,0,1,0,0,0,1,0.145
las,0,0,0,0,0,1,0,0,0,1,0.145
uiva,0,0,0,0,0,1,0,0,0,1,0.145
ass,0,0,0,0,0,1,0,0,0,1,0.145
gativeinteger,0,0,0,0,0,1,0,0,0,1,0.145
non,0,0,0,0,0,1,0,0,0,1,0.145
qualificdcardinality,0,0,0,0,0,1,0,0,0,1,0.145
ccwl,0,0,0,0,0,1,0,0,0,1,0.145
wijclass,0,0,0,0,0,1,0,0,0,1,0.145
sesanticveb,0,0,0,0,0,1,0,0,0,1,0.145
daratypeproperty,0,0,0,0,0,1,0,0,0,1,0.145
hasylm,0,0,0,0,0,1,0,0,0,1,0.145
isdatatypeproperty,0,0,0,0,0,1,0,0,0,1,0.145
datatypeproperty,0,0,0,0,0,1,0,0,0,1,0.145
dacatypeproperty,0,0,0,0,0,1,0,0,0,1,0.145
owlsobjcctproperty,0,0,0,0,0,1,0,0,0,1,0.145
rotege,0,0,0,0,0,1,0,0,0,1,0.145
建模界面,0,0,0,0,0,1,0,0,0,1,0.145
长方形,0,0,0,0,0,1,0,0,0,1,0.145
道路环境,0,0,0,0,0,1,0,0,0,1,0.145
gp%数据,0,0,0,0,0,1,0,0,0,1,0.145
出租车数据,0,0,0,0,1,3,0,0,0,4,0.58
实例化,0,0,0,0,0,1,0,0,0,1,0.145
定义类,0,0,0,0,0,1,0,0,0,1,0.145
sensus,0,0,0,1,0,1,0,0,0,2,0.27
kactus,0,0,0,0,0,1,0,0,0,1,0.145
tove方,0,0,0,0,0,1,0,0,0,1,0.145
cyc方,0,0,0,0,0,1,0,0,0,1,0.145
七步法,0,0,0,1,0,1,0,0,0,2,0.27
idef5,0,0,0,1,0,1,0,0,0,2,0.27
methontology法,0,0,0,0,0,1,0,0,0,1,0.145
骨架法,0,0,0,0,0,1,0,0,0,1,0.145
构建,0,0,0,0,0,1,0,0,0,1,0.145
领域模型,0,0,0,1,0,1,0,0,0,2,0.27
互操作,0,0,0,0,0,1,0,0,0,1,0.145
异构事件,0,0,0,0,0,1,0,0,0,1,0.145
语义冲突,0,0,0,0,0,1,0,0,0,1,0.145
共享,0,0,0,2,0,1,0,0,0,3,0.395
信息交换,0,0,0,1,0,1,0,0,0,2,0.27
属性关系,0,0,0,0,0,1,0,0,0,1,0.145
资源环境,0,0,0,0,1,1,0,0,0,2,0.29
物理资源环境,0,0,0,0,0,1,0,0,0,1,0.145
资源建模,0,0,0,0,0,1,0,0,0,1,0.145
状态,0,0,3,0,0,0,0,0,0,3,0.375
时间顺序队列,0,0,2,0,0,0,0,0,0,2,0.25
持久库,0,0,2,0,0,0,0,0,0,2,0.25
知识对象映射,0,0,2,0,0,2,2,0,0,6,0.83
尾部数据,0,0,1,0,0,0,0,0,0,1,0.125
队列维护,0,0,1,0,0,0,0,0,0,1,0.125
时间线,0,0,1,0,0,0,0,0,0,1,0.125
持久,0,0,1,0,0,0,0,0,0,1,0.125
基本概念,0,0,1,0,0,1,0,0,0,2,0.27
包含概念,0,0,1,0,0,1,0,0,0,2,0.27
事件对象映射机制,0,0,1,0,0,0,0,0,0,1,0.125
携带信息,0,0,1,0,0,1,0,0,0,2,0.27
事件结构,0,0,1,0,0,0,0,0,0,1,0.125
等约束,0,0,1,0,0,0,0,0,0,1,0.125
算了函数,0,0,1,0,0,0,0,0,0,1,0.125
事件知识,0,0,1,0,0,1,0,0,0,2,0.27
阶逻辑关系,0,0,1,0,0,0,0,0,0,1,0.125
阶逻辑表达式,0,0,1,0,0,0,0,0,0,1,0.125
翻译模块,0,0,1,0,0,1,0,0,0,2,0.27
包含范畴,0,0,1,0,0,1,0,0,0,2,0.27
对象属性,0,0,1,1,0,2,1,0,0,5,0.6849999999999999
scope信息,0,0,1,0,0,1,2,0,0,4,0.5599999999999999
人机管理界面,1,0,1,0,0,0,0,0,0,2,1.125
b/s模式,0,0,1,0,0,0,0,0,0,1,0.125
事件格式,1,0,1,0,0,0,0,0,0,2,1.125
实时事件,1,0,1,0,0,0,0,0,0,2,1.125
订阅通信基础设施接口,1,0,1,0,0,0,0,0,0,2,1.125
知识系统,0,0,1,0,0,0,0,0,0,1,0.125
jettyservice,0,0,0,0,0,0,5,0,0,5,0.725
datahandler,0,0,0,0,0,0,5,0,0,5,0.725
bootstrap表单,0,0,0,0,0,0,3,0,0,3,0.43499999999999994
handle,0,0,0,0,0,0,2,0,0,2,0.29
clienthelper,0,0,0,0,0,0,2,0,0,2,0.29
targetinfo,0,0,0,0,0,0,3,0,0,3,0.43499999999999994
mongotool,0,0,0,0,0,0,2,0,0,2,0.29
入口参数,0,0,0,0,0,0,2,0,0,2,0.29
abstracthandler,0,0,0,0,0,0,2,0,0,2,0.29
结果信息,0,0,0,0,0,0,2,0,0,2,0.29
界面,0,0,0,0,1,0,2,0,0,3,0.43499999999999994
id号,0,0,0,0,0,0,2,0,0,2,0.29
响应函数,0,0,0,0,0,0,2,0,0,2,0.29
echarts.js,0,0,0,0,0,0,2,0,0,2,0.29
渲染,0,0,0,0,0,0,2,0,0,2,0.29
列表框,0,0,0,0,0,0,2,0,0,2,0.29
模态框,0,0,0,0,0,0,2,0,0,2,0.29
bootstrap,0,0,0,0,0,0,2,0,0,2,0.29
定义窗口,0,0,0,0,0,0,2,0,0,2,0.29
事件处理规则,0,0,0,0,0,0,2,0,0,2,0.29
query-controller,0,0,0,0,0,0,2,0,0,2,0.29
js,0,0,0,0,0,0,2,0,0,2,0.29
manage-controller,0,0,0,0,0,0,2,0,0,2,0.29
响应对象,0,0,0,0,0,0,1,0,0,1,0.145
http,0,0,0,0,0,0,1,0,0,1,0.145
paramresponse,0,0,0,0,0,0,1,0,0,1,0.145
ttp,0,0,0,0,0,0,1,0,0,1,0.145
paramreques,0,0,0,0,0,0,1,0,0,1,0.145
功能调用,0,0,0,0,0,0,1,0,0,1,0.145
增删改査,0,0,0,0,0,0,1,0,0,1,0.145
模型知识库,0,0,0,0,0,0,1,0,0,1,0.145
结果获取,0,0,0,0,0,0,1,0,0,1,0.145
响应用户接口,0,0,0,0,0,0,1,0,0,1,0.145
response,0,0,0,0,0,0,1,0,0,1,0.145
httpservletresponse,0,0,0,0,0,0,1,0,0,1,0.145
questr,0,0,0,0,0,0,1,0,0,1,0.145
let,0,0,0,0,0,0,1,0,0,1,0.145
protectedvoidhandle,0,0,0,0,0,0,1,0,0,1,0.145
3datahandler,0,0,0,0,0,0,1,0,0,1,0.145
响应类,0,0,0,0,0,0,1,0,0,1,0.145
paramhandler,0,0,0,0,0,0,1,0,0,1,0.145
监听端口,0,0,0,0,0,0,1,0,0,1,0.145
paramport,0,0,0,0,0,0,1,0,0,1,0.145
datahandler对,0,0,0,0,0,0,1,0,0,1,0.145
handler接口,0,0,0,0,0,0,1,0,0,1,0.145
server对象,0,0,0,0,0,0,1,0,0,1,0.145
abstracthandle对象,0,0,0,0,0,0,1,0,0,1,0.145
handler,0,0,0,0,0,0,1,0,0,1,0.145
bstracthandler,0,0,0,0,0,0,1,0,0,1,0.145
protectedvoidstart,0,0,0,0,0,0,1,0,0,1,0.145
启动,0,0,0,0,0,0,1,0,0,1,0.145
datesethandler,0,0,0,0,0,0,1,0,0,1,0.145
mongocliento,0,0,0,0,0,0,1,0,0,1,0.145
访问对象,0,0,0,0,0,0,1,0,0,1,0.145
数据库名,0,0,0,0,0,0,1,0,0,1,0.145
存储结,0,0,0,0,0,0,1,0,0,1,0.145
辅助类,0,0,0,0,0,0,1,0,0,1,0.145
datahandlere,0,0,0,0,0,0,1,0,0,1,0.145
启动函数,0,0,0,0,0,0,1,0,0,1,0.145
启动类,0,0,0,0,0,0,1,0,0,1,0.145
利存储数据,0,0,0,0,0,0,1,0,0,1,0.145
mongodb数据库,0,0,0,0,0,2,1,0,0,3,0.43499999999999994
请求地址,0,0,0,0,0,0,1,0,0,1,0.145
httprequest,0,0,0,0,0,0,1,0,0,1,0.145
请求处理类,0,0,0,0,0,0,1,0,0,1,0.145
启动端口,0,0,0,0,0,0,1,0,0,1,0.145
定端口,0,0,0,0,0,0,1,0,0,1,0.145
监听,0,0,0,0,0,0,1,0,0,1,0.145
服务,0,0,0,0,0,0,1,0,0,1,0.145
web后台,0,0,0,0,0,1,1,0,0,2,0.29
后台服务入口,0,0,0,0,0,0,1,0,0,1,0.145
main,0,0,0,0,0,0,1,0,0,1,0.145
后台服务,0,0,0,0,0,0,1,0,0,1,0.145
targetinfo对,0,0,0,0,0,0,1,0,0,1,0.145
request对象,0,0,0,0,0,0,1,0,0,1,0.145
响应操,0,0,0,0,0,0,1,0,0,1,0.145
jetty技,0,0,0,0,0,0,1,0,0,1,0.145
数据窗口,0,0,0,0,0,0,1,0,0,1,0.145
数据数组,0,0,0,0,0,0,1,0,0,1,0.145
option,0,0,0,0,0,0,1,0,0,1,0.145
属性值,0,0,0,1,0,0,1,0,0,2,0.27
json,0,0,0,0,0,0,1,0,0,1,0.145
id值,0,0,0,0,0,0,1,0,0,1,0.145
基本图表,0,0,0,0,0,0,1,0,0,1,0.145
轮询,0,0,0,0,0,2,1,0,0,3,0.43499999999999994
tooltip,0,0,0,0,0,0,1,0,0,1,0.145
配置对,0,0,0,0,0,0,1,0,0,1,0.145
div元素,0,0,0,0,0,0,1,0,0,1,0.145
监听地址,0,0,0,0,0,0,1,0,0,1,0.145
凭证,0,0,0,0,0,0,1,0,0,1,0.145
id,0,0,0,0,0,0,1,0,0,1,0.145
表单,0,0,0,0,0,0,1,0,0,1,0.145
请求处理函数,0,0,0,0,0,0,1,0,0,1,0.145
推理按钮,0,0,0,0,0,0,1,0,0,1,0.145
约束定义界面,0,0,0,0,0,0,1,0,0,1,0.145
定义按钮,0,0,0,0,0,0,1,0,0,1,0.145
#翠竹,0,0,0,0,0,0,1,0,0,1,0.145
-onto,0,0,0,0,0,0,1,0,0,1,0.145
traff,0,0,0,0,0,0,1,0,0,1,0.145
纬度,0,0,0,0,1,1,1,0,0,3,0.43499999999999994
速度经度,0,0,0,0,0,0,1,0,0,1,0.145
定义,0,0,0,0,0,0,1,0,0,1,0.145
文本框,0,0,0,0,0,0,1,0,0,1,0.145
textarea,0,0,0,0,0,0,1,0,0,1,0.145
文本域,0,0,0,0,0,0,1,0,0,1,0.145
数据输入框,0,0,0,0,0,0,1,0,0,1,0.145
checkbox,0,0,0,0,0,0,1,0,0,1,0.145
多选框,0,0,0,0,0,0,1,0,0,1,0.145
事件属性,0,0,0,0,0,0,1,0,0,1,0.145
推理映射,0,0,0,0,0,0,1,0,0,1,0.145
触发事件,0,0,0,0,0,0,1,0,0,1,0.145
映射定义按钮,0,0,0,0,0,0,1,0,0,1,0.145
推建,0,0,0,0,0,0,1,0,0,1,0.145
談射,0,0,0,0,0,0,1,0,0,1,0.145
推理定义,0,0,0,0,0,0,1,0,0,1,0.145
fbrm,0,0,0,0,0,0,1,0,0,1,0.145
规则定义界面,0,0,0,0,0,0,1,0,0,1,0.145
渲染界面,0,0,0,0,0,1,1,0,0,2,0.29
upload-controller,0,0,0,0,0,0,1,0,0,1,0.145
sparql代码,0,0,0,0,0,0,1,0,0,1,0.145
sparql编辑器,0,0,0,0,0,0,1,0,0,1,0.145
qonsolecomponent编辑器,0,0,0,0,0,0,1,0,0,1,0.145
查询控制器,0,0,0,0,0,0,1,0,0,1,0.145
数据集管理器,0,0,0,0,0,0,1,0,0,1,0.145
初始化数据集,0,0,0,0,0,0,1,0,0,1,0.145
html,0,0,0,0,0,0,1,0,0,1,0.145
controller,0,0,0,0,0,0,1,0,0,1,0.145
upload-controller.js,0,0,0,0,0,0,1,0,0,1,0.145
server.js,0,0,0,0,0,0,1,0,0,1,0.145
dataset-controller.js,0,0,0,0,0,0,1,0,0,1,0.145
mvc,0,0,0,0,0,0,1,0,0,1,0.145
jquery.js,0,0,0,0,0,0,1,0,0,1,0.145
bootstrap库,0,0,0,0,0,0,1,0,0,1,0.145
backbone框架,0,0,0,0,0,0,1,0,0,1,0.145
提交时序,0,0,0,0,0,0,1,0,0,1,0.145
文件上传,0,0,0,0,0,0,1,0,0,1,0.145
约束算子,0,0,0,0,1,0,1,0,0,2,0.29
操作界面,0,0,0,0,0,0,1,0,0,1,0.145
web管理,0,0,0,0,0,0,1,0,0,1,0.145
数据接收模块,0,0,0,0,0,0,5,0,0,5,0.725
schemafunction,0,0,0,0,0,0,3,0,0,3,0.43499999999999994
数据对象,0,0,0,0,0,0,2,0,0,2,0.29
ument,0,0,0,0,0,0,1,0,0,1,0.145
paramschemator,0,0,0,0,0,0,1,0,0,1,0.145
documentschema,0,0,0,0,0,0,1,0,0,1,0.145
gettopicname,0,0,0,0,0,0,1,0,0,1,0.145
notifictionprocesslmpl,0,0,0,0,0,0,1,0,0,1,0.145
deducedata,0,0,0,0,0,0,1,0,0,1,0.145
deducerdata,0,0,0,0,0,0,1,0,0,1,0.145
mpl,0,0,0,0,0,0,1,0,0,1,0.145
ces,0,0,0,0,0,0,1,0,0,1,0.145
notification,0,0,0,0,0,0,1,0,0,1,0.145
阶逻辑推理器,0,0,0,1,0,0,0,0,0,1,0.125
算子函数,0,0,0,0,2,1,0,0,0,3,0.43499999999999994
事件类,0,0,0,0,2,2,0,0,0,4,0.58
知识管理功能,0,0,0,0,1,0,0,0,0,1,0.145
映射机制,0,0,0,0,1,1,0,0,0,2,0.29
编程,0,0,0,0,1,0,0,0,0,1,0.145
代码对,0,0,0,0,1,0,0,0,0,1,0.145
算子知识库,0,0,0,0,1,0,0,0,0,1,0.145
权衡,0,0,0,0,1,0,0,0,0,1,0.145
效率,0,0,0,0,1,0,0,0,0,1,0.145
负载,0,0,0,0,1,0,0,0,0,1,0.145
知识领域,0,0,0,0,1,0,0,0,0,1,0.145
父类接口,0,0,0,0,1,0,0,0,0,1,0.145
抽象类,0,0,0,0,1,0,0,0,0,1,0.145
空车,0,0,0,0,1,0,0,0,0,1,0.145
车速,0,0,0,0,1,0,0,0,0,1,0.145
