,摘要,关键词,第一章,第二章,第三章,第四章,第五章,第六章,第七章,总词频,加权得分
csma/ca,0,0,0,0,6,3,0,0,0,9,1.305
软合并,0,0,0,0,1,0,0,0,0,1,0.145
增量冗余,0,0,0,0,1,0,0,0,0,1,0.145
传输可靠性,0,0,0,0,1,0,0,0,0,1,0.145
混合自动重传技,0,0,0,0,1,0,0,0,0,1,0.145
td-ete系统,0,0,0,0,1,0,0,0,0,1,0.145
argma,0,0,0,0,1,0,0,0,0,1,0.145
选取算法,0,0,0,0,1,0,0,0,0,1,0.145
接收端解码,0,0,0,0,1,0,0,0,0,1,0.145
模型,0,0,0,0,1,0,0,0,0,1,0.145
总干扰,0,0,0,0,1,0,0,0,0,1,0.145
被复用资源,0,0,0,0,1,0,0,0,0,1,0.145
基底噪声,0,0,0,0,1,1,0,0,0,2,0.29
血廿,0,0,0,0,1,0,0,0,0,1,0.145
链路补偿因子,0,0,0,0,1,2,0,0,0,3,0.43499999999999994
信噪比,0,0,0,0,1,0,0,0,0,1,0.145
etepusch,0,0,0,0,1,0,0,0,0,1,0.145
变样线程,0,0,0,0,0,2,0,0,0,2,0.29
进程间通信接口,0,0,0,0,0,1,0,0,0,1,0.145
滤波升,0,0,0,0,0,1,0,0,0,1,0.145
线程间接口,0,0,0,0,0,1,0,0,0,1,0.145
接收服务,0,0,0,0,0,1,0,0,0,1,0.145
ete帧,0,0,0,0,0,1,0,0,0,1,0.145
数据业务,0,0,1,2,0,0,0,0,0,3,0.375
中继技术,0,0,0,3,0,0,0,0,0,3,0.375
性能分,0,0,0,1,0,0,0,0,0,1,0.125
d2d无线资源管理算法,0,0,0,1,0,0,0,0,0,1,0.125
实验验证平台,0,0,0,1,0,0,0,0,0,1,0.125
监控,0,0,0,1,0,0,0,0,0,1,0.125
吞吐速率,0,0,0,1,0,0,0,2,0,3,0.415
可视化参数,0,0,0,1,0,0,0,0,0,1,0.125
系统参数,0,0,0,1,1,0,0,0,0,2,0.27
性能指标,0,0,1,1,0,0,0,0,0,2,0.25
ip协议,0,0,0,1,0,0,0,0,0,1,0.125
ite系统,0,0,0,1,0,0,0,0,0,1,0.125
分组交换网络,0,0,0,1,0,0,0,0,0,1,0.125
ip,0,0,1,1,0,2,0,0,1,5,0.6849999999999999
电路交换,0,0,0,1,0,0,0,0,0,1,0.125
实时文件传输,0,0,0,1,0,0,0,0,0,1,0.125
视频流播放,0,0,0,1,0,0,0,0,0,1,0.125
移动本地业务,0,0,1,1,0,0,0,0,0,2,0.25
数据传输能力,0,0,0,1,0,0,0,0,0,1,0.125
底层协议栈,0,0,0,1,0,0,0,0,0,1,0.125
路由决策,0,0,0,1,0,0,0,0,0,1,0.125
中继场,0,0,0,2,0,0,0,0,0,2,0.25
损失,0,0,0,1,0,0,0,0,0,1,0.125
增益,0,0,0,1,0,0,0,0,0,1,0.125
中继,0,0,1,3,0,0,0,0,0,4,0.5
通信范,0,0,0,1,0,0,0,0,0,1,0.125
测量信息,0,0,0,1,0,1,0,0,0,2,0.27
互干扰,0,0,0,2,0,0,0,0,0,2,0.25
空闲频谱资源,0,0,0,1,0,0,0,0,0,1,0.125
可用频谱资源,0,0,0,1,0,0,0,0,0,1,0.125
质量,0,0,1,1,0,1,0,0,0,3,0.395
资源调度算法,0,0,0,1,0,0,0,0,0,1,0.125
频谱资源,1,0,4,2,0,0,0,3,0,10,2.185
共享频段,0,0,0,1,0,0,0,0,0,1,0.125
mimo,0,0,0,1,0,0,0,0,0,1,0.125
峰值速度,0,0,0,1,0,0,0,0,0,1,0.125
d2d广播通信,0,0,0,1,2,0,0,0,0,3,0.415
广播业务,0,0,0,1,0,0,0,0,0,1,0.125
多播,0,0,0,1,0,0,0,0,0,1,0.125
本地移动业务,0,0,0,1,0,0,0,0,0,1,0.125
逻辑处理单元,0,0,0,1,0,0,0,0,0,1,0.125
信号处理,0,0,0,1,0,0,1,0,0,2,0.27
ete终端,0,0,0,1,0,0,0,0,0,1,0.125
ete网络,0,0,0,1,0,0,0,0,0,1,0.125
系统增益,0,0,0,1,0,0,0,0,0,1,0.125
d2d通信功能,0,0,0,1,0,0,0,0,0,1,0.125
pusch接收端,0,0,0,0,0,2,0,0,0,2,0.29
turbodecode,0,0,0,0,0,2,0,0,0,2,0.29
pusch接收线程,0,0,0,0,0,1,0,0,0,1,0.145
tuibo译码,0,0,0,0,0,1,0,0,0,1,0.145
解速率匹配,0,0,0,0,0,1,0,0,0,1,0.145
解码过,0,0,0,0,0,1,0,0,0,1,0.145
译码结,0,0,0,0,0,1,0,0,0,1,0.145
turbo译码,0,0,0,0,0,1,0,0,0,1,0.145
速率匹,0,0,0,0,0,1,0,0,0,1,0.145
tchand,0,0,0,0,0,1,0,0,0,1,0.145
der,0,0,0,0,0,1,0,0,0,1,0.145
and,0,0,0,0,0,1,0,0,0,1,0.145
接收模块,0,0,0,0,0,2,0,0,0,2,0.29
接收端模块,0,0,0,0,0,1,0,0,0,1,0.145
信道编解码,0,0,0,0,0,1,0,0,0,1,0.145
turbo码,0,0,0,0,0,1,0,0,0,1,0.145
业务传输,0,0,0,0,0,1,0,1,0,2,0.29
6pusch模块,0,0,0,0,0,1,0,0,0,1,0.145
前端,0,0,0,0,0,0,2,0,0,2,0.29
pusch解码,0,0,0,0,0,0,6,0,0,6,0.8699999999999999
单解码线程,0,0,0,0,0,0,1,0,0,1,0.145
线程2,0,0,0,0,0,0,1,0,0,1,0.145
编号,0,0,0,0,0,0,1,0,0,1,0.145
多线程负载均衡,0,0,0,0,0,0,1,0,0,1,0.145
usch解码,0,0,0,0,0,0,1,0,0,1,0.145
待解码,0,0,0,0,0,0,1,0,0,1,0.145
负载均衡,0,0,0,0,0,0,1,0,0,1,0.145
pusch解码操,0,0,0,0,0,0,1,0,0,1,0.145
等待,0,0,0,0,0,0,1,0,0,1,0.145
tddconfig,0,0,0,0,0,0,1,2,0,3,0.43499999999999994
线程单模块,0,0,0,0,0,0,1,0,0,1,0.145
pusch解码链路,0,0,0,0,0,0,1,0,0,1,0.145
模块延时,0,0,0,0,0,0,1,0,0,1,0.145
模块线程,0,0,0,0,0,0,1,0,0,1,0.145
链路后端模块,0,0,0,0,0,0,1,0,0,1,0.145
多线程负载,0,0,0,0,0,0,1,0,0,1,0.145
ete蜂窝网络,0,0,0,0,2,0,0,0,0,2,0.29
功率控制机制,0,0,0,0,1,0,0,0,0,1,0.145
干扰协同,0,0,0,0,1,0,0,1,0,2,0.29
系统配置,0,0,0,0,1,0,0,0,0,1,0.145
专有同步信令,0,0,0,0,1,0,0,0,0,1,0.145
无基站,0,0,0,0,1,0,0,0,0,1,0.145
d2d通信流,0,0,0,0,1,0,0,0,0,1,0.145
d2d接收端,0,0,0,0,1,0,0,0,0,1,0.145
码调制,0,0,0,0,1,0,0,0,0,1,0.145
接入权限,0,0,0,0,1,0,0,0,0,1,0.145
d2d发送端,0,0,0,0,1,0,0,0,0,1,0.145
竞争接入,0,0,0,0,5,1,0,0,0,6,0.8699999999999999
争接入,0,0,0,0,1,0,0,0,0,1,0.145
aloha,0,0,0,0,1,0,0,0,0,1,0.145
同步分时隙,0,0,0,0,2,0,0,0,0,2,0.29
拓扑信息,0,0,0,0,1,0,0,0,0,1,0.145
路由广播,0,0,0,0,4,0,0,0,0,4,0.58
同步状态检测,0,0,0,0,1,0,0,0,0,1,0.145
流程,0,0,0,0,1,0,0,0,2,3,0.43499999999999994
校验,0,0,0,0,0,2,0,0,0,2,0.29
cts接收,0,0,0,0,0,2,0,0,0,2,0.29
点对点数据,0,0,0,0,0,2,0,0,0,2,0.29
避算法,0,0,0,0,0,1,0,0,0,1,0.145
碰撞,0,0,0,0,1,1,0,0,0,2,0.29
碰撞退避功能,0,0,0,0,0,1,0,0,0,1,0.145
ctscoremsg,0,0,0,0,0,1,0,0,0,1,0.145
发送处理逻辑,0,0,0,0,0,1,0,0,0,1,0.145
cis控制器,0,0,0,0,0,1,0,0,0,1,0.145
schedms,0,0,0,0,0,2,0,0,0,2,0.29
发送cts,0,0,0,0,0,1,0,0,0,1,0.145
队列,0,0,0,0,0,1,0,0,0,1,0.145
at,0,0,0,0,0,2,0,0,0,2,0.29
heart,0,0,0,0,0,2,0,0,0,2,0.29
ms,0,0,0,0,0,2,0,0,0,2,0.29
maccts控制器,0,0,0,0,0,2,0,0,0,2,0.29
控制器,0,0,0,0,0,1,0,0,0,1,0.145
环境,0,0,0,1,0,0,0,0,0,1,0.125
d2d系统,0,0,0,1,0,1,0,0,0,2,0.27
传输能力,1,0,1,0,3,3,0,8,0,16,3.155
rb段,0,0,0,0,3,7,0,0,0,10,1.45
prach,0,0,0,0,2,0,0,0,0,2,0.29
运算复杂度,0,0,0,0,1,0,0,0,0,1,0.145
uei,0,0,0,0,1,0,0,0,0,1,0.145
pdcchformat,0,0,0,0,1,0,0,0,0,1,0.145
系统消息,0,0,0,0,2,2,0,0,0,4,0.58
资源位,0,0,0,0,1,0,0,0,0,1,0.145
时隙,0,0,0,0,1,0,0,0,0,1,0.145
d2d协议栈,0,0,0,0,2,19,0,0,1,22,3.19
专用信道,0,0,0,0,0,2,0,0,0,2,0.29
ack信令,0,0,0,0,0,8,0,0,0,8,1.16
lte协议,0,0,0,0,0,2,0,0,0,2,0.29
harq控制器,0,0,0,0,0,8,0,0,0,8,1.16
蜂窝用户,0,0,0,9,1,4,0,0,0,14,1.85
d2d-ccch信道,0,0,0,0,2,2,0,0,0,4,0.58
mac帧,0,0,0,0,0,1,0,0,0,1,0.145
包头,0,0,0,0,0,3,0,0,0,3,0.43499999999999994
信道映射,0,0,0,0,2,1,0,0,0,3,0.43499999999999994
随路控制信令,0,0,0,0,0,1,0,0,0,1,0.145
4mac层,0,0,0,0,0,1,0,0,0,1,0.145
干扰控制能力,0,0,1,0,0,0,0,0,0,1,0.125
通信能力,0,0,1,0,0,0,0,1,0,2,0.27
视频传输,0,0,1,0,0,0,0,0,0,1,0.125
文件传输,0,0,1,0,0,0,0,1,0,2,0.27
实时处理保障技,0,0,1,0,0,0,0,0,1,2,0.27
消息格式,0,0,1,0,0,1,0,0,1,3,0.415
层间接口,0,0,1,0,0,0,1,0,0,2,0.27
功能,0,0,1,0,0,0,0,1,0,2,0.27
层级结构,0,0,1,0,0,0,0,0,0,1,0.125
时域资源,0,0,1,0,1,0,0,0,1,3,0.415
路由,0,0,1,1,0,2,0,0,1,5,0.6849999999999999
分布式资源调度,0,0,1,0,0,0,0,0,1,2,0.27
实时处理保障技术,0,0,1,0,0,0,1,0,1,3,0.415
实时系统,0,0,1,0,0,0,0,0,0,1,0.125
时延限制,0,0,1,0,0,0,0,0,0,1,0.125
数据处理,0,0,1,0,0,0,1,0,0,2,0.27
业务演示,0,0,1,0,0,0,0,0,0,1,0.125
功能性,0,0,1,0,0,1,0,0,0,2,0.27
终端行为,0,0,1,0,0,0,0,0,0,1,0.125
d2d终端通信流程,0,0,1,0,0,0,0,0,0,1,0.125
分布式d2d通信,0,0,1,0,0,0,0,0,0,1,0.125
ite蜂窝网络,0,0,1,0,0,0,0,0,0,1,0.125
动态资源分配调度,0,0,1,0,0,0,0,0,0,1,0.125
控制,0,0,2,0,0,0,0,1,0,3,0.395
lte-advanced,0,0,1,0,0,0,0,0,0,1,0.125
d2d技,0,0,3,0,0,0,0,0,1,4,0.52
商用终端,0,0,1,0,0,0,0,0,0,1,0.125
商用基站,0,0,1,0,0,0,0,0,0,1,0.125
ete-advanced,0,0,4,2,0,0,0,0,0,6,0.75
硬件测试平台,0,0,1,0,0,0,0,0,0,1,0.125
无线环境,0,0,1,2,0,1,0,0,0,4,0.52
数值仿真,0,0,1,0,0,0,0,0,0,1,0.125
频谱利用率,0,0,1,0,0,0,0,0,0,1,0.125
系统容量,0,0,1,0,0,0,0,0,0,1,0.125
优化,0,0,1,0,0,0,0,0,0,1,0.125
同频干扰,0,0,1,0,0,0,0,0,0,1,0.125
资源优化,0,0,1,0,0,0,0,0,0,1,0.125
蜂窝体系,0,0,1,0,0,0,0,0,0,1,0.125
cpu核,0,0,0,0,0,0,13,0,0,13,1.8849999999999998
irq,0,0,0,0,0,0,2,0,0,2,0.29
isolcpus,0,0,0,0,0,0,2,0,0,2,0.29
亲和性,0,0,0,0,0,0,2,0,0,2,0.29
信道处理线程,0,0,0,0,0,0,2,0,0,2,0.29
任务调度机制,0,0,0,0,0,0,2,0,0,2,0.29
并发,0,0,0,0,0,0,2,0,0,2,0.29
任务调度策略,0,0,0,0,0,0,3,0,0,3,0.43499999999999994
系统中断,0,0,0,0,0,0,1,0,0,1,0.145
网卡中断,0,0,0,0,0,0,1,0,0,1,0.145
中断处理操作,0,0,0,0,0,0,1,0,0,1,0.145
负载均衡服务,0,0,0,0,0,0,1,0,0,1,0.145
用户进程,0,0,0,0,0,0,1,0,0,1,0.145
负载均衡算法,0,0,0,0,0,0,1,0,0,1,0.145
用户程序,0,0,0,0,0,1,1,0,0,2,0.29
setafgnityo函数,0,0,0,0,0,0,1,0,0,1,0.145
sched,0,0,0,0,0,0,1,0,0,1,0.145
cpu核绑定,0,0,0,0,0,0,1,0,0,1,0.145
affinity,0,0,0,0,0,0,1,0,0,1,0.145
并行性保障机制,0,0,0,0,0,0,1,0,0,1,0.145
gpp平台,0,0,0,0,0,0,1,0,0,1,0.145
流水架构,0,0,0,0,0,0,1,0,0,1,0.145
执行时间,0,0,0,0,0,0,1,0,0,1,0.145
时间片,0,0,0,0,0,0,2,0,0,2,0.29
linux操作系统,0,0,0,0,0,0,2,0,1,3,0.43499999999999994
任务核,0,0,0,0,0,0,1,0,0,1,0.145
信号处理算法,0,0,0,0,0,1,0,0,0,1,0.145
信道模块,0,0,0,0,0,1,0,0,1,2,0.29
信令交互,0,0,0,0,0,2,0,0,0,2,0.29
运算,0,0,0,0,0,1,0,0,0,1,0.145
phy,0,0,0,0,0,3,0,0,0,3,0.43499999999999994
发送主线程,0,0,0,0,0,2,0,0,0,2,0.29
ame,0,0,0,0,2,2,0,0,0,4,0.58
子帧数据,0,0,0,0,0,2,1,0,0,3,0.43499999999999994
schedmsghandler线程,0,0,0,0,0,2,0,0,0,2,0.29
发送端数据处理,0,0,0,0,0,1,0,0,0,1,0.145
datas,0,0,0,0,0,1,0,0,0,1,0.145
数据功能接口,0,0,0,0,0,1,0,0,0,1,0.145
数据准备,0,0,0,0,0,1,0,0,0,1,0.145
收时序,0,0,0,0,0,1,0,0,0,1,0.145
数据发送任务,0,0,0,0,0,1,0,0,0,1,0.145
消息类,0,0,0,0,0,1,0,0,0,1,0.145
tes,0,0,0,0,0,0,0,5,0,5,0.725
bytes,0,0,0,0,0,0,0,5,0,5,0.725
ftp业务,0,0,0,0,0,0,0,4,0,4,0.58
反馈链路,0,0,0,0,1,0,0,4,0,5,0.725
资源块,0,0,0,0,0,2,0,3,0,5,0.725
ping业务,0,0,0,0,0,0,0,5,0,5,0.725
视频,0,0,0,0,0,0,0,2,0,2,0.29
ftp下载,0,0,0,0,0,0,0,2,0,2,0.29
负载均衡策略,0,0,0,0,0,0,0,2,0,2,0.29
带宽资源,0,0,0,0,0,0,0,2,0,2,0.29
tcp协议,0,0,0,0,0,0,0,2,0,2,0.29
ftp,0,0,0,0,0,0,0,2,0,2,0.29
imcs23,0,0,0,0,0,0,0,2,0,2,0.29
d2d传输,0,0,0,0,0,0,0,2,0,2,0.29
上行时隙,0,0,0,0,0,0,0,2,0,2,0.29
往返延时,0,0,0,0,0,0,0,2,0,2,0.29
丢包率,0,0,0,0,0,1,0,2,0,3,0.43499999999999994
视频点播业务,0,0,0,0,0,0,0,2,0,2,0.29
多媒体,0,0,0,0,0,0,0,1,0,1,0.145
画面,0,0,0,0,0,0,0,1,0,1,0.145
视频业务,0,0,0,0,0,0,0,1,0,1,0.145
视频点播源,0,0,0,0,0,0,0,1,0,1,0.145
多媒体业务,0,0,1,0,0,0,0,1,0,2,0.27
直播,0,0,0,0,0,0,0,1,0,1,0.145
流媒体点播,0,0,0,0,0,0,0,1,0,1,0.145
rtp协议,0,0,0,0,0,0,0,1,0,1,0.145
流媒体服务,0,0,0,0,0,0,0,1,0,1,0.145
视频播放器,0,0,0,0,0,0,0,1,0,1,0.145
vlc,0,0,0,0,0,0,0,1,0,1,0.145
媒体播放器,0,0,0,0,0,0,0,1,0,1,0.145
作系,0,0,0,0,0,0,0,1,0,1,0.145
ete物理层,0,0,0,0,0,0,0,1,0,1,0.145
业务速率,0,0,0,0,0,0,0,1,0,1,0.145
ftp文件,0,0,0,0,0,0,0,1,0,1,0.145
蜂窝上行用,0,0,0,0,0,0,0,1,0,1,0.145
上下行配置,0,0,0,0,0,0,0,1,0,1,0.145
吞吐能力,0,0,0,0,0,0,0,1,0,1,0.145
d2d通信系统,0,0,0,1,0,0,0,1,0,2,0.27
ftp服务器,0,0,0,0,0,0,0,1,0,1,0.145
vsftpd,0,0,0,0,0,0,0,1,0,1,0.145
pseq,0,0,0,0,0,0,0,1,0,1,0.145
te,0,0,0,0,0,2,0,1,0,3,0.43499999999999994
mp,0,0,0,0,0,0,0,1,0,1,0.145
盘燃密瓣,0,0,0,0,0,0,0,1,0,1,0.145
icnp,0,0,0,0,0,0,0,1,0,1,0.145
囲&m,0,0,0,0,0,0,0,1,0,1,0.145
fro®,0,0,0,0,0,0,0,1,0,1,0.145
丢失个数,0,0,0,0,0,0,0,1,0,1,0.145
ping包,0,0,0,0,0,0,0,1,0,1,0.145
负载均衡策,0,0,0,0,0,0,0,1,0,1,0.145
小ip包,0,0,0,0,0,0,0,1,0,1,0.145
流程时序,0,0,0,0,0,0,0,1,0,1,0.145
最短,0,0,0,0,0,0,0,1,0,1,0.145
流量,0,0,1,0,0,0,0,1,0,2,0.27
本地业务,1,0,2,0,0,0,0,1,0,4,1.395
实时多媒体业务,0,0,0,0,0,0,0,1,0,1,0.145
文件共享,0,0,0,0,0,0,0,1,0,1,0.145
实验性能,0,0,0,0,0,0,0,1,0,1,0.145
通信速率,0,0,0,0,0,0,0,1,0,1,0.145
传输服务,0,0,0,0,0,1,0,1,0,2,0.29
osi体系,0,0,0,0,0,0,0,1,0,1,0.145
多核服务器,0,0,0,0,0,0,0,1,0,1,0.145
d2d点对点通信,0,0,0,0,1,0,0,1,0,2,0.29
混合网络模,0,0,0,0,0,0,0,1,0,1,0.145
终端通信,0,0,0,0,0,0,0,1,0,1,0.145
无线通信软件系统,0,0,0,0,0,0,0,0,1,1,0.145
通用处理器平台,0,0,0,0,0,0,1,0,1,2,0.29
工程,0,0,0,0,0,0,0,0,1,1,0.145
d2d无线资源管理,0,0,0,0,0,0,0,0,1,1,0.145
功能验证,0,0,0,0,0,0,0,0,1,1,0.145
中继功能,0,0,0,0,0,0,0,0,1,1,0.145
干扰协同能力,0,0,0,0,0,0,0,0,1,1,0.145
实时视频点播,0,0,0,0,0,0,0,0,1,1,0.145
ftp文件传输,0,0,0,0,0,0,0,0,1,1,0.145
实时性能,0,0,0,0,0,0,0,0,1,1,0.145
接口设计,0,0,0,0,0,0,0,0,1,1,0.145
流水并行处理,0,0,0,0,0,0,0,0,1,1,0.145
数据接收发送,0,0,0,0,0,0,0,0,1,1,0.145
多线程处理流程,0,0,0,0,0,0,0,0,1,1,0.145
消息类别,0,0,0,0,0,0,0,0,1,1,0.145
驱动协议栈,0,0,0,0,0,0,0,0,1,1,0.145
定制化,0,0,0,0,0,0,0,0,1,1,0.145
ete协议栈,0,0,0,0,0,2,0,0,1,3,0.43499999999999994
无线资源管理模块,0,0,0,0,0,0,0,0,1,1,0.145
处理机制,0,0,0,0,0,0,0,0,1,1,0.145
消息驱动,0,0,0,0,0,4,0,0,1,5,0.725
功能模块,0,0,0,0,0,0,0,0,1,1,0.145
系统架构,1,0,0,0,0,0,0,0,1,2,1.145
物理层算法模块,0,0,0,0,0,0,0,0,1,1,0.145
lte物理层算法,0,0,0,0,0,0,0,0,1,1,0.145
sdr系统,0,0,0,0,0,0,0,0,1,1,0.145
物理层信道映射,0,0,0,0,0,0,0,0,1,1,0.145
d2d协议体系,0,0,0,0,0,0,0,0,1,1,0.145
控制信道,0,0,0,0,0,0,0,0,1,1,0.145
系统同步,0,0,0,0,0,0,0,0,1,1,0.145
测试平台,0,0,0,0,0,0,0,0,1,1,0.145
ete-advanced协议,0,0,0,0,0,0,0,0,1,1,0.145
功率损耗,0,0,0,0,0,0,0,0,1,1,0.145
吞吐,0,0,0,1,0,0,0,0,1,2,0.27
夺地业务,0,0,0,0,0,0,0,0,1,1,0.145
蜂窝授权频谱资源,0,0,0,0,0,0,0,0,1,1,0.145
蜂窝移动网络,0,0,0,0,0,0,0,0,1,1,0.145
rlcrx,0,0,0,0,0,9,0,0,0,9,1.305
重排定时器,0,0,0,0,0,6,0,0,0,6,0.8699999999999999
重排队列,0,0,0,0,0,4,0,0,0,4,0.58
rlc,0,0,0,0,0,11,0,0,0,11,1.595
rlcrx接口,0,0,0,0,0,2,0,0,0,2,0.29
重排窗口,0,0,0,0,0,4,0,0,0,4,0.58
ble,0,0,0,0,0,2,0,0,0,2,0.29
rlc协议,0,0,0,0,0,1,0,0,0,1,0.145
重组,0,0,0,0,0,4,0,0,0,4,0.58
函数调用,0,0,0,0,0,1,0,0,0,1,0.145
schedule,0,0,0,0,0,1,0,0,0,1,0.145
reassemble,0,0,0,0,0,1,0,0,0,1,0.145
rlc帧,0,0,0,0,0,1,0,0,0,1,0.145
定时器,0,0,0,0,0,1,0,0,0,1,0.145
时钟周期,0,0,0,0,0,1,0,0,0,1,0.145
heartbeat消息,0,0,0,0,0,1,0,0,0,1,0.145
rlc帧号,0,0,0,0,0,1,0,0,0,1,0.145
sdu,0,0,0,0,0,1,0,0,0,1,0.145
commitq接口,0,0,0,0,0,1,0,0,0,1,0.145
数据上报,0,0,0,0,0,1,0,0,0,1,0.145
ts,0,0,0,0,0,1,0,0,0,1,0.145
pdu解包,0,0,0,0,0,1,0,0,0,1,0.145
分割级联,0,0,0,0,0,1,0,0,0,1,0.145
上将数据,0,0,0,0,0,1,0,0,0,1,0.145
乱序重排,0,0,0,0,0,1,0,0,0,1,0.145
超时检测,0,0,0,0,0,1,0,0,0,1,0.145
序号机制,0,0,0,0,0,1,0,0,0,1,0.145
前级处理,0,0,0,0,0,0,4,0,0,4,0.58
消息,0,0,0,0,0,8,3,0,0,11,1.595
并行流水,0,0,0,0,0,0,3,0,0,3,0.43499999999999994
流水,0,0,0,0,0,0,2,0,0,2,0.29
pusch接收流程,0,0,0,0,0,0,2,0,0,2,0.29
物理层接收,0,0,0,0,0,0,2,0,0,2,0.29
效率优化,0,0,0,0,0,0,2,0,0,2,0.29
线程结构,0,0,0,0,0,0,1,0,0,1,0.145
协议栈软件,0,0,0,0,0,0,1,0,0,1,0.145
软件体系,0,0,0,0,0,0,1,0,0,1,0.145
线程关系,0,0,0,0,0,0,1,0,0,1,0.145
后端处理,0,0,0,0,0,0,1,0,0,1,0.145
状态变量,0,0,0,0,0,0,1,0,0,1,0.145
后端,0,0,0,0,0,0,1,0,0,1,0.145
软件系统架构,0,0,0,0,0,0,1,0,0,1,0.145
滞后,0,0,0,0,0,0,1,0,0,1,0.145
子帧4,0,0,0,0,0,0,1,0,0,1,0.145
子帧3,0,0,0,0,0,0,1,0,0,1,0.145
总时间,0,0,0,0,0,0,1,0,0,1,0.145
pusch信道解码,0,0,0,0,0,0,1,0,0,1,0.145
流水作业,0,0,0,0,0,0,1,0,0,1,0.145
子帧信号,0,0,0,0,0,1,1,0,0,2,0.29
前级处理线程,0,0,0,0,0,0,1,0,0,1,0.145
前级,0,0,0,0,0,0,1,0,0,1,0.145
数据接收,1,0,0,0,0,0,1,0,0,2,1.145
pusch解码操作,0,0,0,0,0,0,1,0,0,1,0.145
pusch接收,0,0,0,0,0,0,1,0,0,1,0.145
协议栈无线资源调度,0,0,0,0,0,0,1,0,0,1,0.145
pdsch解码150,0,0,0,0,0,0,1,0,0,1,0.145
上行,0,0,0,0,0,0,1,0,0,1,0.145
平均延时,0,0,0,0,0,0,1,0,0,1,0.145
处理模块,0,0,0,0,0,0,1,0,0,1,0.145
性能测试,0,0,0,0,0,0,1,0,0,1,0.145
运算模块,0,0,0,0,0,0,1,0,0,1,0.145
系统集成,0,0,0,0,0,0,1,0,0,1,0.145
多核多线程系统,0,0,0,0,0,0,1,0,0,1,0.145
流水线模式,0,0,0,0,0,0,1,0,0,1,0.145
实时保障技,0,0,0,0,0,0,1,0,0,1,0.145
模块效率,0,0,0,0,0,0,1,0,0,1,0.145
消息轮询机制,0,0,0,0,0,0,1,0,0,1,0.145
信令传递,0,0,0,0,0,0,1,0,0,1,0.145
ip层,0,0,0,0,0,0,1,0,0,1,0.145
l0层,0,0,0,0,0,0,1,0,0,1,0.145
时间利用率,0,0,0,0,0,0,1,0,0,1,0.145
并行机制,0,0,0,0,0,0,1,0,0,1,0.145
密集运算,0,0,0,0,0,0,1,0,0,1,0.145
并行运算,0,0,0,0,0,0,1,0,0,1,0.145
串行运算,0,0,0,0,0,0,1,0,0,1,0.145
gpp处理器,0,0,0,0,0,0,1,0,0,1,0.145
硬件接口,0,0,0,0,0,0,1,0,0,1,0.145
实时性保障,0,0,0,0,0,0,1,0,0,1,0.145
运算量,0,0,0,0,0,0,1,0,0,1,0.145
发送预处理,0,0,0,0,0,0,1,0,0,1,0.145
pusch发送信号,0,0,0,0,0,0,1,0,0,1,0.145
消息内容,0,0,0,0,0,0,1,0,0,1,0.145
接收预处理,0,0,0,0,0,0,1,0,0,1,0.145
子帧头部,0,0,0,0,0,0,1,0,0,1,0.145
数据发送流程,0,0,0,0,0,0,1,0,0,1,0.145
模块处理,0,0,0,0,0,0,1,0,0,1,0.145
软件架构,0,0,0,0,0,0,1,0,0,1,0.145
powerctrl,0,0,0,0,0,4,0,0,0,4,0.58
tb块,0,0,0,0,0,4,0,0,0,4,0.58
干扰管理算法,0,0,0,0,0,3,0,0,0,3,0.43499999999999994
imcs,0,0,0,0,0,2,0,0,0,2,0.29
openloop,0,0,0,0,0,2,0,0,0,2,0.29
rm,0,0,0,0,0,2,0,0,0,2,0.29
rmjnfo,0,0,0,0,0,2,0,0,0,2,0.29
蜂窝上行用户,0,0,0,0,0,2,0,1,0,3,0.43499999999999994
功率惩罚因子,0,0,0,0,0,2,0,0,0,2,0.29
蜂窝用户资源,0,0,0,0,0,2,0,0,0,2,0.29
cellueid,0,0,0,0,0,2,0,0,0,2,0.29
链路控制参数,0,0,0,0,0,2,0,0,0,2,0.29
rrm实体,0,0,0,0,0,4,0,0,0,4,0.58
oseloop,0,0,0,0,0,1,0,0,0,1,0.145
mcsselect,0,0,0,0,0,1,0,0,0,1,0.145
pdu,0,0,0,0,0,2,0,0,0,2,0.29
xi,0,0,0,0,0,1,0,0,0,1,0.145
5rrm,0,0,0,0,0,1,0,0,0,1,0.145
反馈,0,0,0,0,0,3,0,0,0,3,0.43499999999999994
harq实体,0,0,0,0,0,1,0,0,0,1,0.145
测量模块,0,0,0,0,0,1,0,0,0,1,0.145
复用策略,0,0,0,0,0,1,0,1,0,2,0.29
正交资源,0,0,0,0,0,1,0,0,0,1,0.145
比特数,0,0,0,0,0,1,0,0,0,1,0.145
macpdu,0,0,0,0,0,1,0,0,0,1,0.145
b段,0,0,0,0,0,1,0,0,0,1,0.145
连续rb段,0,0,0,0,0,1,0,0,0,1,0.145
available,0,0,0,0,0,1,0,0,0,1,0.145
发送函数,0,0,0,0,0,1,0,0,0,1,0.145
ate,0,0,0,0,0,1,0,0,0,1,0.145
ge,0,0,0,0,0,1,0,0,0,1,0.145
imcs编号,0,0,0,0,0,1,0,0,0,1,0.145
rv,0,0,0,0,0,1,0,0,0,1,0.145
数据发送控制参数,0,0,0,0,0,1,0,0,0,1,0.145
